x Normal 1 ,y Normal 1 ,z Normal 1 ,i Normal 1 , x Normal 2,y Normal 2,z Normal 2 ,i Normal 2, x Normal 3,y Normal 3,z Normal 3 ,i Normal 3
1,-26,33,374,9,-14,12,0,4,-24,42,376
4,-2,22,376,-4,-10,45,67,-5,-29,15,373
8,-18,42,370,11,-22,33,116,10,3,44,363
-3,-27,13,366,8,7,20,173,-5,-19,15,301
-1,4,46,320,-3,-33,40,248,-5,-7,43,230
6,-19,25,242,10,-32,20,315,10,8,16,158
-1,-13,27,180,-2,7,36,361,-2,-30,40,88
8,-12,34,99,7,-37,50,368,3,8,43,14
-3,-20,16,37,11,-9,7,378,11,-4,12,0
9,197,40,0,-7,-8,30,373,-8,-22,45,0
0,-3,19,0,10,-37,34,365,13,8,10,0
3,-32,35,0,5,11,8,325,-6,-31,47,0
3,3,25,0,-3,-34,47,243,10,-34,11,0
-3,-25,29,0,9,-32,14,170,-3,9,45,0
8,-8,36,0,-5,18,43,103,7,-42,17,0
-5,-7,4,0,6,-28,19,22,11,16,13,0
7,-42,47,0,9,-3,32,0,-6,-44,45,0
-5,15,16,0,-8,23,47,0,9,12,10,0
4,-35,9,0,3,-51,9,0,-8,-39,33,0
-1,11,49,0,1,26,48,0,10,-36,29,0
-10,-28,23,0,-11,-47,10,0,-8,16,11,0
11,-5,27,0,12,17,42,0,7,-42,44,0
-9,27,49,0,-8,-36,16,0,-6,20,17,0
-3,-53,11,0,9,-47,37,0,-7,-46,16,0
7,28,42,0,-8,29,26,0,8,23,41,9
-7,9,44,0,6,-47,24,0,-7,-39,15,80
6,-41,8,50,10,27,48,0,4,14,24,124
7,14,36,111,-8,-44,9,0,-1,7,36,164
-7,-27,24,151,8,24,47,0,-7,-35,14,241
7,-48,27,207,-12,-33,41,0,10,13,41,315
-1,30,50,285,9,11,13,0,-7,-23,18,360
0,-44,9,344,-10,-24,44,0,-2,-3,14,370
8,-24,17,361,7,-46,19,15,5,14,44,376
-10,15,43,375,-8,27,34,89,-8,-37,24,372
6,-36,13,374,4,-47,46,129,3,12,30,367
6,14,39,368,12,-13,11,188,-2,-2,33,327
-9,-22,19,345,-12,-1,45,271,-8,-22,20,257
4,-42,35,271,10,-27,36,332,6,12,48,185
-3,25,24,201,1,22,17,377,-7,-19,12,117
0,-9,29,130,-3,-35,42,376,-5,-5,41,39
9,-15,30,56,5,-36,17,375,6,20,19,0
-9,1,13,0,-9,24,39,367,-7,-36,32,0
10,-40,42,0,6,-44,43,360,5,21,29,0
-8,18,14,0,9,-3,12,304,-4,10,23,0
5,-36,40,0,-11,-5,45,237,3,-34,34,0
-3,12,18,0,12,-44,14,169,12,12,13,0
-10,-26,37,0,0,25,42,108,-10,-24,41,0
11,5,23,0,-2,-40,14,21,9,0,20,0
-11,23,31,0,11,-32,20,0,-8,-10,33,0
12,-42,41,0,-9,15,36,0,9,-48,24,0
-7,26,18,0,8,-41,36,0,-8,25,2,0
8,-40,39,0,9,22,36,0,5,-42,38,0
-6,22,27,0,-9,-43,18,0,-4,19,25,0
8,-37,28,0,11,17,40,0,-8,-29,32,0
10,11,40,0,-8,3,17,0,9,5,38,0
-7,-29,18,0,12,-31,32,0,-9,-17,19,0
10,-36,39,0,-8,-31,25,0,11,-5,30,14
1,15,32,0,-3,-27,32,0,-5,21,30,79
1,-37,21,13,8,7,31,0,-2,-34,19,124
9,-9,36,79,8,-31,15,0,2,12,36,182
-2,-14,21,120,10,9,43,0,9,-32,20,267
6,-37,18,175,-8,-18,15,0,-4,5,19,329
8,11,41,240,10,-6,17,0,7,1,42,364
-5,-31,20,314,-7,-18,44,0,9,0,19,370
4,-21,33,353,3,-12,23,0,-5,-25,35,377
1,0,44,369,3,5,29,50,4,1,44,369
-4,-25,11,374,-2,-35,44,108,3,-25,15,364
6,0,47,368,7,7,14,150,-6,-30,47,317
2,3,12,365,-5,-5,41,222,10,4,14,246
0,-26,15,334,8,-30,42,290,-4,-17,43,178
9,-5,45,270,-2,3,10,342,-3,-8,18,106
-2,-21,10,205,-4,-24,38,362,9,7,17,25
7,-31,48,138,10,-34,22,373,-3,-31,44,0
-2,4,11,61,1,15,6,376,3,7,10,0
-1,-34,45,0,2,-37,52,367,11,-4,46,0
9,7,43,0,10,-22,5,294,-6,-21,11,0
-5,-8,9,0,-5,4,19,217,13,9,47,0
8,-28,52,0,8,-36,41,147,-7,-32,40,0
-5,5,3,0,7,12,14,76,11,-33,13,0
9,-36,35,0,-5,16,46,1,-4,8,46,0
5,17,31,0,6,-45,9,0,-4,-41,13,0
-4,-43,20,0,-3,23,36,0,9,16,44,0
5,-22,53,0,-7,-21,27,0,-6,-45,26,0
-6,6,8,0,11,-15,25,0,9,14,0,0
5,-34,12,0,-11,0,38,0,-7,2,46,0
-4,20,48,0,1,-34,1,0,9,-37,13,0
4,-36,17,0,4,17,45,0,3,16,40,0
10,4,33,0,-5,-41,14,0,-3,-42,37,0
-9,-20,30,0,8,7,38,0,6,20,17,46
1,-54,9,0,-7,-15,26,0,-6,-45,32,105
4,32,23,0,7,-14,24,0,8,-21,30,149
-9,1,42,44,-3,3,49,0,-4,6,16,209
8,-33,9,105,1,356,10,0,5,-31,40,289
-5,22,40,150,0,-46,48,0,17,10,39,342
-6,-36,51,214,-1,25,12,0,9,-37,15,367
3,4,4,296,1,-35,12,0,-8,-2,43,376
-4,30,32,349,9,11,45,37,9,31,21,376
2,-9,33,364,-10,-23,11,103,0,-36,35,374
7,-17,17,376,7,-45,34,286,-2,12,45,362
0,8,46,373,-8,26,26,305,6,-34,9,306
-2,-40,14,367,5,-45,9,324,-6,-18,51,236
7,0,41,337,12,24,45,343,-8,1,8,169
-8,-31,18,258,-11,-2,12,366,7,-24,18,99
5,23,36,190,11,-25,17,374,-2,4,40,25
9,-26,24,118,-10,11,40,370,-2,12,13,0
-9,2,30,45,-2,-34,16,365,2,-34,46,0
10,-13,31,0,5,12,38,354,-8,-9,10,0
-11,-42,11,0,-7,22,22,290,8,0,45,0
11,23,42,0,7,-41,11,2,7,-20,29,0
-8,-39,15,0,-6,28,32,153,-8,19,24,0
9,17,40,0,-10,-7,32,86,10,-33,35,0
-6,-36,18,0,11,-15,16,4,-9,-34,21,0
-10,14,35,0,-12,4,23,0,3,20,35,0
10,-26,24,0,-1,-40,40,0,0,-44,19,0
-11,7,32,0,3,16,18,0,0,29,34,0
12,19,41,0,-3,13,21,0,5,-11,25,0
-9,-39,19,0,9,-10,24,0,-5,-18,20,0
8,24,27,0,-7,-10,8,0,7,3,38,0
-7,-38,28,0,-9,18,39,0,-8,-28,24,0
9,20,19,0,1,-10,18,0,6,18,33,0
9,-37,39,0,1,-41,40,0,-3,-37,39,0
-8,12,17,0,-8,13,17,0,2,6,18,34
5,-30,26,0,0,5,32,0,0,-17,39,94
2,-32,31,25,10,-26,28,0,-8,-5,29,135
-5,11,24,88,-8,4,16,0,11,-7,24,200
10,-25,36,126,-3,-29,44,0,-6,-16,38,286
-5,-6,21,186,10,8,35,0,-3,13,19,341
-3,10,20,253,-8,-29,18,0,9,-32,39,367
8,-34,38,329,10,5,42,4,-4,6,42,375
-4,11,21,357,-8,-19,12,76,7,2,14,374
5,-7,35,374,24,-12,32,122,10,-27,37,370
0,-18,42,374,10,4,31,177,-5,1,27,354
-6,-1,13,368,-6,-34,13,264,11,-24,12,284
8,-26,47,363,-3,-17,42,324,4,-31,47,218
4,1,11,321,8,-8,41,362,-1,5,13,145
0,3,19,249,-4,-29,12,367,10,-29,44,73
9,-26,43,187,9,4,42,378,-5,-8,16,0
-3,-4,10,115,10,-26,18,370,8,-12,40,0
8,-21,48,42,-5,-4,36,365,9,-30,45,0
-2,-30,10,0,11,15,52,330,-5,8,12,0
-1,2,47,0,-5,-40,4,257,3,-32,46,0
8,-33,40,0,4,-20,54,186,1,-23,12,0
-5,6,10,0,4,2,8,120,-8,3,45,0
8,-11,51,0,-8,-39,49,49,12,-33,13,0
-5,-25,7,0,10,16,13,0,-7,2,41,0
9,4,54,0,7,-37,9,0,11,8,21,0
3,-36,24,0,-5,-44,48,0,-4,-43,11,0
-4,17,26,0,7,23,7,0,7,17,45,0
6,-44,38,0,-5,-54,50,0,10,-47,15,0
-4,-16,5,0,4,33,6,0,-6,16,28,0
9,0,49,0,12,-57,15,0,9,-40,34,0
-5,-29,44,0,-11,28,47,0,-8,-37,0,0
5,14,8,0,13,12,7,0,9,17,39,7
-2,-44,38,0,-10,-45,53,0,-8,-43,20,66
-9,11,25,0,12,31,4,0,7,21,16,120
11,-29,26,0,-9,-51,28,0,-6,-46,32,164
2,-3,49,32,-6,33,34,0,-8,22,34,241
-1,35,9,99,9,-2,8,0,9,-38,17,315
8,-57,15,136,-9,-24,49,0,-8,10,40,356
-5,-25,48,192,9,18,9,0,4,13,16,370
3,11,15,269,-11,-37,14,0,1,-40,14,376
6,-45,38,328,0,23,44,34,-7,16,45,372
-8,13,53,358,1,-28,16,99,8,-13,22,366
1,-19,5,373,-4,1,36,136,-6,-14,31,327
-1,-48,51,376,6,27,25,200,-2,12,27,252
-9,30,38,368,-8,-46,11,280,5,15,10,181
7,0,18,363,7,25,46,336,-5,-33,50,111
3,-25,42,318,-5,-4,32,365,2,6,9,37
-7,25,14,241,-11,-21,21,376,7,6,45,0
8,-33,44,174,11,22,39,375,-10,-22,12,0
-6,-38,20,100,-10,-36,15,368,-1,0,41,0
4,24,33,22,-2,17,40,307,3,-10,20,0
-1,-44,27,0,2,19,38,243,-8,-34,30,0
0,-7,24,0,-9,-39,14,170,6,19,30,0
2,-7,33,0,8,2,46,111,-7,3,11,0
-8,-16,22,0,-7,-12,14,33,-8,-23,44,0
9,0,44,0,-10,-8,26,0,10,17,14,0
-8,-25,16,0,9,26,29,0,-10,-30,39,0
7,15,36,0,-4,-42,26,0,11,7,19,0
-5,-29,22,0,1,-24,35,0,-10,20,35,0
4,10,34,0,3,8,20,0,9,-43,39,0
11,-22,27,0,-10,-35,35,0,-8,28,18,0
-9,0,19,0,9,17,2,0,7,-48,33,0
10,-12,29,0,6,-25,33,0,-6,25,25,0
-8,-37,26,0,-7,-7,24,0,-8,-41,17,0
10,21,31,0,11,-13,32,0,10,20,42,30
-5,-38,38,0,-9,-15,23,0,-9,-29,15,91
-6,13,20,0,4,-1,21,0,8,4,28,134
8,-33,28,49,0,-24,39,0,-8,24,31,197
-1,8,30,102,2,6,17,0,11,-40,18,282
3,6,26,148,5,361,27,0,7,23,39,338
9,-29,0,211,-3,-23,34,0,-5,-38,35,365
-4,-2,22,281,9,0,16,0,8,15,18,374
-2,-20,21,343,-5,-19,41,20,-1,-33,44,375
7,-32,36,362,3,-6,22,91,-4,-27,18,369
-3,9,22,374,7,2,13,133,10,6,37,356
6,-11,35,373,-1,-28,31,200,-6,-27,46,289
5,-15,40,367,4,1,30,284,1,0,10,222
-2,-3,15,356,2,-13,15,342,5,6,48,149
-4,-2,45,304,-5,-16,43,365,-5,-33,11,77
8,36,14,228,11,3,15,374,9,8,21,0
3,1,44,164,-5,-32,12,376,6,-15,40,0
1,1,17,90,-2,2,48,370,-5,-10,14,0
9,-25,12,0,8,1,17,356,9,8,45,0
-3,-5,47,0,-3,-25,39,292,-1,-32,11,0
9,-20,10,0,8,-4,28,142,3,-18,46,0
-2,-28,47,0,0,11,3,75,12,-3,10,0
7,0,8,0,-6,-37,54,2,-8,-22,47,0
-3,-31,13,0,4,14,8,0,12,9,12,0
-3,4,47,0,4,0,48,0,-6,-33,12,0
9,-35,10,0,-6,-26,13,0,-2,-33,48,0
-7,5,32,0,10,17,39,0,8,9,10,0
10,1,59,0,-6,-39,24,0,-5,-42,48,0
-8,-33,59,0,-5,9,8,0,11,18,30,0
-2,14,33,0,8,20,48,0,-6,-16,26,0
4,-43,4,0,-5,-53,6,0,9,-23,34,0
-4,22,51,0,5,32,49,0,-9,2,0,25
7,-4,41,0,-4,-58,1,0,10,-37,39,89
11,-23,11,0,-10,29,42,0,-8,19,40,133
11,7,39,0,13,-48,20,0,-4,-45,15,180
-4,-35,24,51,-11,17,4,0,6,23,30,255
-9,-51,27,109,13,29,51,0,-8,-48,32,326
11,-51,48,148,-11,-51,7,0,10,24,18,361
1,5,8,211,8,33,21,0,-2,10,41,374
0,32,1,285,-3,-51,39,28,3,-37,16,376
9,-56,46,343,-8,32,10,93,1,16,39,372
-6,-18,14,362,9,214,42,130,-8,-44,45,365
4,5,40,375,-10,-42,17,186,15,-4,12,315
7,-47,24,374,9,16,12,264,8,-12,31,245
-7,18,4,367,-10,24,46,326,3,-16,28,174
1,-25,52,356,0,-46,25,363,-4,14,27,103
5,-46,8,297,8,27,24,374,5,-36,49,28
-1,30,18,222,-8,-13,32,375,-7,-26,8,0
-9,-4,40,162,-9,-9,11,367,3,9,46,0
7,0,14,88,10,24,45,364,8,-20,14,0
-8,-21,43,19,-10,-43,14,312,-10,-1,40,0
-6,27,12,0,3,22,19,248,7,-11,19,0
7,-38,34,0,0,8,38,182,2,-37,31,0
-8,13,25,0,-11,-29,16,116,-7,21,30,0
3,23,27,0,11,15,36,43,7,-34,11,0
0,-44,31,0,-10,-25,25,0,-7,-23,44,0
2,27,22,0,-5,3,29,0,6,12,14,0
1,-10,34,0,9,26,27,0,9,-32,41,0
-4,-13,16,0,-7,-41,14,0,-8,8,20,0
10,-1,37,0,4,27,44,0,12,-22,34,0
-7,-23,20,0,-3,-5,15,0,-10,-43,40,0
8,9,36,0,-11,-21,37,0,9,27,20,0
-7,-32,39,0,12,6,20,0,-8,-48,32,0
5,12,20,0,-10,-37,37,0,8,25,26,0
0,-25,32,0,-4,12,23,0,-7,-42,17,45
-9,4,24,0,7,-29,19,0,-8,21,39,100
9,-16,21,0,-6,-2,37,0,9,-30,18,148
-8,-3,38,41,9,17,21,0,-8,5,28,216
10,20,26,98,-3,-41,39,0,9,24,31,301
8,-37,3,135,5,18,27,0,-8,-40,18,349
-5,13,28,201,0,-36,29,0,10,23,37,368
8,-34,21,274,-7,8,31,0,6,-37,36,377
-1,-23,37,340,13,-27,13,37,-4,14,18,373
-5,3,34,361,-6,3,43,98,9,-32,42,369
10,-30,22,375,7,5,40,138,-3,-29,17,340
3,1,37,374,-4,-28,12,208,-5,7,35,259
-2,6,22,369,7,3,34,292,10,-25,44,193
0,-31,23,362,-2,-29,28,346,-5,-2,11,116
5,-4,39,182,-6,-12,12,365,4,5,49,46
-4,-12,16,161,8,-14,46,375,5,-33,12,0
7,0,32,138,-4,-15,11,375,-6,8,44,0
8,-14,29,111,11,3,13,372,9,-12,18,0
-4,5,24,37,5,-32,48,352,6,-12,37,0
4,-26,39,0,-2,-23,14,282,-4,7,46,0
3,-20,14,0,8,0,41,146,9,-29,10,0
-5,1,46,0,-2,-26,22,76,-2,-18,45,0
9,-23,25,0,7,-2,1,4,4,-2,12,0
-3,-5,27,0,8,11,57,0,11,-22,45,0
0,0,43,0,-5,-38,3,0,-6,7,14,0
6,-29,0,0,5,16,52,0,12,-32,40,0
0,2,0,0,3,-5,10,0,-7,-32,24,0
7,-17,15,0,-6,-22,41,0,11,7,28,0
-2,-14,44,0,9,19,21,0,-3,-40,49,0
8,-12,11,0,-6,-42,8,0,7,16,12,0
0,-22,6,0,-3,13,50,0,11,-46,44,0
3,0,40,0,8,17,5,0,-6,15,17,61
2,-30,31,0,-5,-49,50,0,10,-40,37,115
-2,4,27,0,6,31,218,0,-8,-36,24,160
-2,-23,38,0,-5,-58,10,0,10,18,15,225
-4,-17,9,0,-9,32,52,0,-8,-44,44,304
8,18,43,20,12,-53,3,0,8,22,13,348
-11,18,46,92,-10,23,29,0,-6,-46,16,368
-4,0,9,127,13,26,34,0,6,23,43,375
8,-48,31,181,-11,-49,24,1,11,-40,15,373
-3,14,32,256,8,33,50,67,-10,10,40,369
6,15,6,327,-5,-52,8,116,10,-27,22,351
0,-51,49,361,-8,33,15,161,3,-47,11,285
-9,14,42,374,8,9,44,237,38,23,43,219
8,-26,11,377,-10,12,13,316,-1,-44,10,153
3,-8,44,369,9,-34,35,354,8,-20,26,81
-5,29,19,358,-9,21,25,370,-7,0,33,5
5,-49,29,302,-2,-33,11,377,-5,3,20,0
-5,-27,32,226,4,5,45,368,7,-36,39,0
-6,19,7,157,-8,-16,33,366,-9,6,14,0
6,-32,49,81,9,-46,23,326,3,15,45,0
-3,3,10,5,-6,23,35,254,-1,-34,8,0
0,28,43,0,4,-7,15,189,-11,20,31,0
8,-47,16,0,11,-19,38,120,8,-7,28,0
-9,-13,36,0,-12,6,37,51,-9,-18,24,0
8,8,24,0,1,-34,17,0,-7,22,35,0
-8,-42,29,0,2,15,42,0,7,-34,20,0
-7,19,30,0,-5,15,16,0,-9,16,40,0
10,-31,11,0,9,-36,40,0,5,14,19,0
-10,4,44,0,-9,6,17,0,-2,-35,34,0
9,26,17,0,-8,-16,40,0,2,20,40,0
-10,-45,35,0,11,-4,18,0,0,-20,18,0
11,24,21,0,-5,23,24,0,-1,-1,31,0
-10,-43,22,0,2,-40,34,0,6,-11,0,64
8,21,38,0,0,-17,22,0,-7,-17,32,111
-7,-34,23,0,-10,2,36,0,8,3,40,162
-8,15,32,0,11,-29,20,0,-7,-27,16,237
10,-28,35,0,6,11,37,0,5,17,29,316
-8,7,21,41,-6,-38,22,0,-2,-31,30,357
11,19,36,98,10,15,33,0,1,6,24,370
-8,-33,26,135,-8,-39,25,0,8,-17,38,377
0,17,29,204,12,16,17,0,-8,-5,18,373
7,-36,33,276,-8,-5,44,13,11,-5,19,369
-6,12,22,340,12,-21,30,84,7,-40,41,343
8,-7,0,362,-6,3,25,128,-4,16,17,267
8,-19,33,376,-4,-27,38,183,8,-34,38,204
-5,10,23,374,9,7,17,264,-3,-28,46,130
11,-32,37,369,-7,-29,38,324,-1,8,11,62
3,-27,21,360,10,3,44,361,6,-27,49,0
-1,3,22,318,-6,-18,11,368,10,24,10,0
9,-29,39,249,9,-13,25,377,-5,-22,46,0
-5,-2,23,180,-7,2,37,368,2,-34,17,0
8,-16,33,113,0,-30,8,222,4,9,38,0
-29,-31,27,34,6,-16,49,204,-1,-13,24,0
9,7,28,0,-3,-11,43,185,9,-12,10,0
-4,37,36,0,9,-23,12,115,-3,-9,35,0
4,-18,16,0,8,4,50,39,-4,-29,10,0
2,0,41,0,-2,-26,20,0,8,7,46,0
-5,-26,21,0,9,-30,34,0,-1,-3,14,0
9,0,32,0,0,9,29,0,3,-21,9,0
3,0,30,0,4,-20,24,0,11,6,49,0
0,-29,4,0,8,-11,40,0,-5,-31,7,0
6,-8,53,0,-7,19,13,0,12,-30,26,0
0,-20,5,0,0,-42,45,0,-7,4,33,0
6,-11,50,0,4,-19,17,0,11,-39,21,0
-2,-15,44,0,-5,0,35,0,-4,14,46,26
5,-19,8,0,7,-32,7,0,8,-45,16,89
0,-2,54,0,6,16,14,0,-1,15,14,132
4,-32,22,0,-5,-40,14,0,-6,-40,44,186
0,8,4,0,10,11,48,0,2,8,23,269
-7,-28,54,19,-5,-27,14,0,-8,17,28,336
8,0,6,88,5,-10,34,0,9,-9,46,363
-6,21,18,127,-2,-3,55,0,-9,23,12,376
8,-45,44,181,1,-56,4,10,-4,-46,42,374
4,26,18,257,3,27,25,88,8,24,45,369
-4,-49,33,324,-3,-37,37,129,-8,10,11,356
6,-23,47,360,9,7,7,178,6,-39,39,293
-6,5,6,369,-6,362,46,253,-3,20,25,222
-7,-38,23,378,4,35,15,326,2,-28,27,151
9,18,39,373,-4,7,38,358,11,-5,32,78
-8,21,13,367,28,7,45,375,-9,-9,12,3
2,-49,47,327,-9,-48,10,376,-1,-47,47,0
2,27,15,253,-2,23,28,367,3,19,10,0
-6,-12,3,183,-2,-35,32,364,-6,5,43,0
5,-20,55,120,8,-44,12,313,6,-35,14,0
3,26,4,43,-10,28,45,181,7,8,40,0
-5,-36,52,0,8,-18,16,111,-9,-18,21,0
0,-37,7,0,8,-6,38,42,8,-37,29,0
2,26,16,0,-9,23,19,0,-2,22,28,0
-4,-16,41,0,5,-44,18,0,-1,-40,11,0
1,-8,14,0,-2,21,42,0,9,-19,46,0
7,2,44,0,-11,-35,16,0,-10,9,14,0
-10,-45,9,0,10,-25,39,0,6,-33,39,0
-3,23,30,0,-10,14,19,0,-7,14,18,0
4,16,28,0,11,-27,40,0,-9,-28,19,0
-5,-42,28,0,6,6,19,0,11,4,24,0
10,27,31,0,-7,21,35,0,-10,20,32,0
-10,-45,24,0,8,-37,22,0,12,-40,24,42
4,25,35,0,-7,21,22,0,-10,24,18,93
0,-10,22,0,-11,-39,36,0,10,-45,40,137
1,-16,37,0,11,16,21,0,-8,23,27,189
2,5,36,0,-10,-1,34,0,6,-40,29,264
-5,-24,20,21,11,-26,24,0,-6,21,40,330
10,10,32,91,-10,7,32,0,-9,-31,16,362
-8,-31,27,125,-4,-34,27,0,12,6,25,373
8,11,32,183,9,12,20,22,-9,23,35,377
-4,-21,34,262,-6,-36,40,90,8,-40,19,372
3,2,23,324,11,15,28,135,-7,24,42,365
1,-16,28,360,-7,-34,27,192,-2,-41,16,321
-8,-9,28,373,13,8,36,273,8,17,16,243
10,11,0,377,-7,1,17,327,40,0,44,180
5,-32,36,373,10,-24,38,361,-5,-28,23,100
-2,-16,22,367,-7,4,42,369,7,0,30,31
10,-5,23,328,-5,-29,13,368,-1,10,33,0
-2,-32,35,262,9,-6,28,367,-4,-29,9,0
5,4,23,188,247,-18,35,362,10,0,47,0
10,-25,36,125,-6,-13,9,307,2,8,15,0
-6,-25,23,39,9,2,49,165,0,-34,38,0
1,6,19,0,3,-30,40,99,8,-5,24,0
5,-17,42,0,1,-15,15,16,-5,-13,27,0
-3,-10,15,0,6,-11,49,0,-2,-32,47,0
8,-9,44,0,-4,-21,14,0,7,8,11,0
-4,27,12,0,9,4,39,0,-4,-8,46,0
-3,-28,19,0,8,-26,26,0,7,-18,13,0
9,5,43,0,-3,-29,27,0,0,-2,41,0
1,-2,11,0,9,9,35,0,-4,-29,24,0
4,-26,49,0,-1,-21,5,0,11,7,6,0
3,0,4,0,4,-9,48,0,1,0,52,0
-5,-25,28,0,8,18,48,0,3,-30,8,0
11,-6,32,0,-8,-41,27,0,5,1,21,46
-4,4,22,0,0,-15,5,0,-6,-27,0,103
7,-33,40,0,4,-4,24,0,10,-4,15,149
-3,5,12,0,-7,-28,44,0,-4,14,37,207
-2,-36,48,0,9,18,0,0,7,-46,46,290
9,9,17,8,6,-44,41,0,0,16,10,345
-7,-3,5,75,-5,16,10,0,2,-39,47,366
9,-25,53,123,9,-34,35,0,9,8,36,376
-8,9,27,174,-5,-3,58,48,-7,-25,14,372
2,-40,23,247,7,33,4,108,9,-45,46,367
1,20,48,310,-2,-45,29,152,-7,23,14,348
-2,-21,14,358,2,-45,35,222,8,-47,9,279
4,-5,14,369,3,11,6,301,-7,25,50,209
-3,-15,45,378,-10,31,46,346,-8,-43,8,137
9,-18,5,374,8,-20,14,368,11,13,26,61
-7,0,28,367,8,-4,13,378,-9,21,32,0
-5,-47,34,322,-4,237,46,372,2,-51,10,0
8,22,5,244,-10,37,23,368,2,30,48,0
-5,15,51,173,0,-53,30,345,-9,-9,11,0
2,-45,43,109,1,23,47,273,8,-23,43,0
8,8,5,30,-9,-41,8,216,4,41,16,0
-6,-19,41,0,1,-42,27,147,-5,22,38,0
-4,-48,22,0,-14,28,34,72,6,-40,22,0
3,28,29,0,5,-23,22,0,-6,-37,28,0
-5,5,31,0,9,-3,38,0,3,23,30,0
0,-33,21,0,-8,26,19,0,8,-42,11,0
4,24,40,0,6,-46,38,0,-11,-6,44,0
-5,-25,14,0,-3,24,24,0,-1,-3,13,0
-8,1,40,0,-11,5,31,0,2,-43,39,0
6,33,17,0,9,-25,26,0,-6,25,19,0
0,-49,35,0,-9,18,17,0,8,11,34,0
-1,-21,23,0,-2,-30,41,0,-7,-30,41,0
10,11,30,0,6,-35,18,0,-9,16,18,8
-9,-42,29,0,-9,20,35,0,10,-27,32,75
7,17,26,0,7,-20,23,0,-10,2,25,116
-6,-29,37,0,8,1,36,0,11,21,19,174
7,1,20,0,-8,-13,24,0,-9,-41,39,240
-2,-15,38,28,6,-40,21,0,9,23,17,316
1,-10,22,94,-2,16,34,0,-8,-43,29,354
11,0,20,135,-1,-36,25,0,8,22,30,370
-11,-41,33,199,10,14,36,0,-6,-37,18,375
10,19,24,279,-9,-32,27,62,-9,19,39,369
-11,-34,32,333,12,3,31,108,10,-30,34,366
9,14,35,363,-7,11,40,159,-9,6,21,328
-6,-26,23,375,8,-34,18,224,10,24,39,250
5,5,29,376,-2,14,42,303,-8,-41,17,188
11,-19,29,372,-6,-34,34,339,10,24,39,115
-8,-32,0,364,13,9,16,366,6,-40,44,46
12,10,37,310,-8,-28,37,374,-6,16,11,0
-8,-32,20,246,10,4,25,373,8,-36,49,0
0,9,24,173,-6,4,13,368,-2,-29,9,0
11,-8,33,109,8,-29,47,348,-5,9,23,0
-4,-32,23,21,-5,3,32,274,10,-30,41,0
8,5,35,0,-6,-30,20,212,-4,0,12,0
9,-25,36,0,10,-13,39,137,0,8,47,0
-6,-24,20,0,-6,-14,8,68,5,-34,10,0
3,4,40,0,12,-29,46,0,-6,11,46,0
2,-20,16,0,4,1,45,0,8,-11,9,0
-7,-8,43,0,0,-32,8,0,8,-13,47,0
10,6,13,0,10,-21,53,0,-4,7,11,0
-5,23,42,0,-3,-3,5,0,7,-30,8,0
-2,-29,40,0,7,-25,28,0,0,-18,51,0
8,6,13,0,8,1,34,0,3,-2,2,0
-2,-4,48,0,-4,8,18,0,11,-22,27,0
7,-23,5,0,4,-36,42,0,-5,3,36,25
10,1,50,0,2,-7,12,0,11,-30,6,93
-5,-27,29,0,-8,-12,35,0,-5,-29,0,137
11,-30,25,0,9,-13,25,0,0,3,14,196
-5,4,37,0,2,19,25,0,7,-36,13,281
8,-33,16,0,-3,-44,36,0,-4,11,46,343
-3,6,48,39,5,-23,18,0,10,-18,24,363
7,-36,16,101,-6,4,45,0,-7,-20,28,376
8,9,10,140,7,-37,11,0,10,-1,47,375
-6,-33,48,200,8,19,38,48,-8,-33,9,369
9,-24,25,274,-7,-36,25,108,9,17,13,354
-8,5,24,331,11,0,3,152,-8,-45,46,283
9,-36,45,363,-9,-15,52,219,-5,24,9,211
0,17,16,373,3,-19,32,297,8,-48,38,144
-1,-40,35,378,0,12,19,349,-7,27,24,63
4,-1,44,373,-1,-42,41,367,7,10,7,0
-2,-18,7,361,7,12,13,376,-3,-41,47,0
9,-15,31,304,-8,-22,38,369,-11,22,11,0
-7,-5,31,226,5,-3,20,367,10,-33,45,0
-5,-44,6,159,-5,-1,10,337,-9,0,12,0
8,19,50,92,1,-26,47,264,0,33,42,0
-5,8,40,18,0,28,10,206,5,-55,16,0
3,-37,10,0,-3,-41,26,137,-6,48,39,0
8,8,52,0,2,15,32,0,5,25,43,0
-8,-22,4,0,-11,28,15,0,6,8,10,0
6,-42,33,0,9,-47,38,0,-8,-38,44,0
4,25,27,0,-8,-2,20,0,3,13,10,0
-6,-40,26,0,-9,-10,37,0,-2,-21,44,0
3,-29,34,0,10,-15,23,0,-2,-43,13,0
-5,20,18,0,-4,26,33,0,7,28,41,0
-8,-26,41,0,4,-37,38,0,-10,-5,19,0
8,5,16,0,0,18,18,0,-7,-20,17,0
0,31,36,0,-10,12,39,0,8,11,40,67
-1,-49,21,0,11,-32,18,0,-10,-36,24,113
3,-15,33,0,-10,19,36,0,10,13,3,164
-6,6,27,0,-6,-21,22,0,-10,18,23,228
9,-33,27,0,8,1,35,0,11,-39,18,302
-8,21,39,0,-9,19,22,0,-9,22,39,350
6,-36,19,0,5,-37,22,0,9,-41,27,368
-3,8,38,46,-2,15,63,0,6,22,28,376
2,-22,35,104,-10,-36,23,7,-7,-43,38,374
