x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4
3,-5,22,0,,-8,29,7,0
1,-20,35,49,,8,-42,47,0
9,-28,40,102,,0,-24,48,0
-3,0,15,148,,-4,11,8,19
9,-31,45,211,,5,-35,49,88
-2,4,14,281,,-9,9,27,125
7,-35,44,343,,8,-25,28,180
-3,5,17,362,,-6,3,32,245
-3,1,12,374,,5,-18,21,320
9,-33,47,373,,10,-42,4,
-7,14,10,367,,5,357,,
10,-43,47,356,,-10,23,14,375
-8,22,8,304,,12,-39,40,377
-2,-4,13,228,,-11,22,18,372
4,-23,47,164,,10,-36,33,360
-4,7,10,90,,-9,14,26,300
7,-35,32,0,,8,-26,30,224
11,-51,59,0,,-6,7,30,164
11,-51,59,0,,3,-20,26,88
-4,5,33,0,,0,-7,34,29
-9,32,4,0,,-9,18,18,0
11,-56,51,0,,12,-39,39,0
1,-18,41,0,,-8,16,22,0
0,5,11,0,,-3,0,19,0
9,-47,39,0,,9,-26,35,0
-6,18,24,0,,-4,8,22,0
4,-25,27,0,,6,-30,36,0
7,-46,48,0,,10,-30,37,0
-7,30,8,0,,-5,9,18,0
1,-4,1,,,2,-20,33,0
5,0,,,,4,-6,25,0
-1,-21,46,0,,-6,8,18,0
-9,27,14,0,,8,-30,40,0
7,-38,40,0,,-5,7,16,0
-8,13,24,0,,-3,-8,26,0
-6,23,4,51,,7,-17,32,0
7,-44,52,109,,0,4,16,0
-8,27,8,148,,5,-30,41,27
3,-10,18,211,,10,-23,40,92
0,-13,40,285,,-5,-2,15,135
2,-1,14,343,,11,-30,47,201
1,-23,43,362,,-5,6,10,274
-4,9,12,375,,11,-40,49,341
10,-32,34,374,,-6,13,10,365
-7,12,25,367,,8,-40,44,376
8,-25,27,356,,8,-24,,
-7,4,31,297,,,43,376,
5,-16,22,222,,-7,9,11,370
0,-3,34,162,,9,-41,49,360
-9,20,16,88,,-8,23,4,309
9,-37,37,19,,10,-50,53,225
-8,13,20,0,,-8,32,4,168
10,-34,36,0,,-1,-5,16,86
8,-23,39,0,,6,-27,48,22
-5,3,20,0,,-5,11,5,0
8,-30,32,0,,9,-48,39,0
-1,1,24,0,,-6,17,26,0
-5,6,21,0,,-8,30,4,0
10,-31,38,0,,10,-56,53,0
3,-4,26,0,,-10,31,7,0
-2,-12,3,,,1,-7,17,0
0,0,,,,3,-26,45,0
5,-14,28,0,,-7,26,17,0
-4,5,21,0,,6,-36,35,0
7,-26,37,0,,4,-42,49,0
8,-20,34,0,,-6,28,4,0
-4,1,22,0,,5,-18,22,0
4,-23,37,0,,-4,-8,39,0
3,-5,22,0,,1,0,15,0
-5,0,23,41,,8,-45,48,0
9,-29,39,98,,-11,22,17,0
-3,2,16,135,,-3,12,7,46
0,-17,32,201,,5,-36,51,105
6,-14,29,274,,-6,20,9,147
0,-12,24,340,,7,-26,30,206
7,-22,39,361,,-7,3,32,279
-2,0,14,375,,5,-18,22,342
8,-30,46,374,,-1,-7,36,363
0,4,25,369,,0,-5,18,377
3,-23,27,362,,3,-17,,
2,-17,43,182,,40,377,,
-2,18,0,161,,-11,21,18,372
-2,18,0,138,,10,-36,34,358
-4,0,15,111,,-9,16,24,292
8,-48,44,37,,8,-28,31,218
-11,14,11,0,,-5,8,28,158
-4,15,6,0,,3,-21,27,79
8,-51,40,0,,1,-5,31,19
-3,14,31,0,,-9,16,17,0
6,-26,27,0,,12,-39,39,0
0,-8,38,0,,4,-16,37,0
-9,29,9,0,,-3,-3,20,0
8,-49,43,0,,8,-25,36,0
3,-27,46,0,,-4,8,22,0
-5,19,9,0,,6,-30,35,0
5,-32,31,0,,9,-29,37,0
-5,3,32,0,,-5,8,20,0
-6,28,6,0,,2,-19,32,0
,,,,,3,-6,25,0
6,-47,49,0,,-6,8,19,0
-3,-13,42,0,,8,-29,39,0
0,8,11,0,,6,-13,30,0
8,-42,44,0,,-2,-5,26,0
-9,19,19,20,,7,-19,33,0
8,-31,29,92,,0,2,17,0
-8,4,32,127,,6,-28,41,41
-7,26,7,181,,0,-2,19,94
10,-45,49,256,,-4,-1,15,136
-10,24,10,327,,11,-29,46,206
9,-43,43,361,,-5,4,11,277
-10,21,16,374,,1,-22,29,341
11,-34,36,377,,,,,
-10,15,24,369,,5,-12,35,366
8,-28,29,358,,-1,-9,16,376
-7,7,30,302,,8,-24,45,377
-8,19,11,226,,-8,9,9,370
10,-33,44,157,,10,-40,50,363
-8,17,17,81,,-8,23,3,313
11,-36,35,5,,3,-20,23,235
-8,12,21,0,,1,-6,38,176
0,-7,22,0,,-2,-8,16,96
7,-19,38,0,,5,-24,46,30
-6,10,23,0,,-8,27,10,0
8,-32,32,0,,11,-50,41,0
8,-27,35,0,,-7,20,23,0
-5,3,21,0,,-8,26,1,0
11,-29,36,0,,11,-55,53,0
3,-2,26,0,,-3,-1,33,0
-1,-16,29,0,,4,-11,18,0
9,-31,33,0,,1,-22,44,0
-5,7,22,0,,-8,30,16,0
8,,,,,7,-40,35,0
-29,37,0,,,4,-40,50,0
9,-18,33,0,,-5,28,5,0
-4,0,23,0,,5,-22,26,0
4,-26,37,0,,-6,-3,37,0
2,0,21,0,,2,-3,16,0
-5,0,22,41,,8,-47,49,0
9,-29,39,98,,-11,25,15,0
3,-8,23,135,,-3,10,7,61
0,-20,33,204,,4,-35,51,113
6,-11,27,276,,-6,20,8,157
0,-15,28,340,,9,-40,49,219
6,-19,36,362,,-6,4,30,292
-2,-2,16,376,,6,-18,23,34
5,-32,41,374,,8,,,
0,8,21,369,,-3,-6,37,365
4,-28,32,360,,1,-6,19,378
0,0,30,318,,2,-15,40,376
-7,21,4,249,,-11,22,18,370
8,-45,53,180,,11,-36,35,348
-6,26,5,113,,-10,17,23,271
8,-49,50,34,,9,-30,31,201
4,-23,44,0,,-5,10,28,133
-4,5,8,0,,3,-23,28,55
6,-38,54,0,,0,-3,31,0
-6,18,22,0,,-10,16,17,0
-7,21,4,0,,13,-39,40,0
9,-49,54,0,,-7,16,21,0
-8,27,6,0,,-2,-6,23,0
2,-12,18,0,,7,-24,34,0
2,-20,44,0,,-4,1,23,0
-6,26,18,0,,6,-31,36,0
5,-36,33,0,,1,4,23,0
3,-37,47,0,,-5,8,21,0
-5,26,6,,,0,-20,34,0
0,,,,,3,-7,24,0
2,-16,23,0,,0,-12,30,0
-4,-8,39,0,,8,-29,39,0
1,2,13,0,,-4,6,18,0
7,-45,47,0,,-1,-6,27,0
-10,23,15,19,,7,-19,31,0
-3,16,3,88,,0,0,19,0
4,-42,55,127,,6,-26,39,56
-5,27,4,181,,9,-24,37,106
10,-45,52,257,,-4,-1,17,158
-10,25,7,324,,9,-27,43,224
4,-10,16,360,,-4,2,12,294
0,-16,41,369,,9,-35,46,
1,5,14,378,,349,,,
2,-24,44,373,,-5,9,11,366
-5,10,9,367,,-1,-9,20,376
10,-31,30,327,,6,-22,41,374
-8,11,28,253,,-6,6,11,369
8,-21,28,183,,10,-38,49,352
-4,2,31,120,,-8,20,5,291
3,-16,24,43,,2,-21,25,217
1,-9,35,0,,0,-5,36,159
-8,11,22,0,,0,-11,18,75
10,-32,37,0,,4,-22,45,9
5,-16,36,0,,-8,25,11,0
-2,-5,20,0,,10,-50,41,0
10,-32,32,0,,-8,21,22,0
-2,4,27,0,,-6,23,4,0
5,-25,32,0,,10,-52,54,0
10,-25,34,0,,-3,2,34,0
-6,6,23,0,,2,-13,18,0
1,-17,28,0,,1,-19,42,0
5,-10,28,0,,-8,30,16,0
-3,-9,,,,7,-40,36,0
,27,0,,,4,-39,49,0
8,-28,36,0,,-7,27,4,0
-4,5,22,0,,3,-22,24,0
-3,-2,23,0,,-5,-4,38,0
9,-26,35,0,,1,-1,15,0
1,0,23,21,,8,-47,49,0
4,-25,36,91,,-11,25,15,5
3,-6,23,125,,-3,12,6,69
-5,4,19,183,,4,-38,54,117
11,-33,42,262,,-6,23,6,163
-4,5,15,324,,10,-41,49,234
7,-36,44,360,,-10,22,9,307
-3,9,12,373,,5,-16,20,354
-2,-3,19,377,,-1,-9,39,366
9,-25,43,373,,0,-2,16,37
-7,9,11,367,,8,,,
9,-40,49,328,,3,-18,42,374
-8,20,4,262,,-5,6,13,369
2,-21,28,188,,10,-35,33,340
1,-5,32,125,,-9,16,24,268
-2,-15,22,39,,10,-28,30,193
4,-18,40,0,,-5,8,28,130
-3,0,12,0,,2,-23,27,53
9,-47,48,0,,0,-3,31,0
-7,22,17,0,,-8,15,18,0
-5,15,5,0,,12,-37,41,0
8,-45,53,0,,5,-12,35,0
-5,8,27,0,,-3,-7,20,0
2,-19,23,0,,8,-23,33,0
8,-48,48,0,,-3,10,22,0
-6,28,14,0,,6,-31,36,0
-4,5,14,0,,11,-26,36,0
3,-33,45,0,,-5,6,20,0
-5,24,5,,,10,-30,35,0
0,,,,,4,-6,26,0
4,-25,28,0,,-1,-14,31,0
-5,1,34,0,,7,-12,29,0
-8,33,5,0,,-5,8,16,0
6,-49,51,0,,5,-29,40,0
0,-21,43,8,,8,-20,31,0
-1,11,5,75,,-5,-5,25,30
10,-42,41,123,,10,-25,38,96
-9,17,22,174,,2,-2,17,134
7,-29,29,247,,1,-25,40,196
-6,1,31,310,,3,-5,21,265
7,-15,21,358,,1,-22,32,331
-2,-10,40,369,,,,,
1,0,14,378,,,,,
11,-41,40,374,,5,-11,31,360
-11,19,17,367,,-4,11,8,374
10,-34,35,322,,7,-37,46,375
-11,14,23,244,,-1,14,16,369
9,-26,30,173,,5,-34,36,362
-6,5,29,109,,-1,6,25,320
5,-19,26,30,,-7,20,3,248
11,-32,37,0,,9,-46,56,184
-8,10,20,0,,-7,28,4,114
12,-32,38,0,,10,-53,54,32
-8,9,22,0,,-8,27,6,0
0,-8,20,0,,-2,0,10,0
11,-32,33,0,,6,-34,53,0
-4,5,24,0,,-7,26,16,0
8,-25,32,0,,7,-43,35,0
9,-24,35,0,,9,-49,54,0
-6,4,23,0,,-7,28,4,0
3,-20,29,0,,4,-20,22,0
2,-8,29,0,,1,-14,41,0
-7,6,,,,-2,8,12,0
,23,0,,,6,-43,39,0
10,-29,37,0,,-7,16,22,0
-5,6,20,0,,-5,26,3,0
-2,-4,24,0,,5,-47,56,0
8,-23,33,0,,-5,1,36,0
-2,1,23,28,,3,-6,16,0
7,-27,35,94,,8,-49,51,0
10,-30,36,135,,-10,28,11,26
-5,4,20,199,,10,-42,39,100
11,-33,40,279,,-9,16,24,141
-5,6,16,333,,8,-28,29,201
8,-36,43,363,,8,-43,52,273
-3,9,13,375,,-9,24,6,336
7,-33,42,376,,9,-46,47,361
8,-24,40,372,,-9,25,11,374
-6,5,13,364,,12,,,
9,-36,48,310,,,-39,42,375
-8,17,5,246,,-12,21,18,368
9,-40,50,173,,11,-36,34,355
0,-1,29,109,,-9,16,24,289
-1,-18,25,21,,10,-27,31,210
4,-15,37,0,,-6,8,29,151
-2,-5,16,0,,-9,15,15,73
9,-44,48,0,,11,-35,38,0
-7,19,16,0,,-8,12,20,0
-5,8,10,0,,2,-14,24,0
8,-37,48,0,,3,-11,36,0
-5,8,25,0,,-2,-9,21,0
3,-22,24,0,,10,-35,35,0
8,-42,45,0,,-4,8,24,0
-8,25,16,0,,-5,-1,24,0
6,-40,35,0,,10,-24,34,0
4,-29,44,0,,-6,5,22,0
-6,,,,,1,-20,30,0
,20,7,0,,4,-6,27,0
3,-26,31,0,,-6,7,23,0
-5,5,31,0,,8,-30,36,0
-8,31,6,0,,7,-14,31,0
8,-49,50,0,,-3,-5,25,0
0,-15,40,39,,6,-28,37,0
-1,6,10,101,,0,2,20,0
3,-33,52,140,,-6,-3,25,64
-6,21,4,200,,10,-27,36,113
9,-36,33,274,,-5,2,19,163
-8,8,27,331,,11,-31,42,237
6,-22,26,363,,-4,5,13,305
-3,-5,34,373,,0,-1,,
2,-4,18,378,,8,31,354,
1,-18,41,373,,6,-14,32,368
-10,23,16,361,,-1,-7,20,376
9,-36,36,304,,8,-23,43,373
-10,16,21,226,,-7,6,10,368
9,-27,33,159,,9,-38,49,343
-5,6,27,92,,-1,6,24,280
6,-21,27,18,,3,-25,30,205
11,-33,39,0,,0,0,32,152
-8,10,19,0,,-2,-17,23,63
12,-33,38,0,,3,-15,40,0
3,-10,35,0,,-8,26,5,0
-4,5,23,0,,10,-51,50,0
-5,-4,22,0,,7,-31,53,0
-5,-4,22,0,,-6,16,4,0
7,-29,34,0,,7,-44,36,0
9,-22,36,0,,-4,10,28,0
-5,3,22,0,,4,-22,23,0
3,-21,30,0,,8,-51,49,0
2,-7,29,0,,-8,32,14,0
,,,,,-3,6,13,0
-6,7,22,0,,3,-35,47,0
11,-30,39,0,,-6,16,22,0
-5,8,19,0,,4,-27,29,0
-3,-8,25,0,,-4,1,33,0
9,-21,34,0,,-8,34,4,0
-2,4,20,46,,7,-51,51,0
8,-30,37,104,,0,-21,45,2
1,1,22,140,,-2,11,7,66
-6,4,19,206,,10,-43,42,120
11,-35,41,283,,-9,17,23,168
-4,6,16,338,,8,-31,30,236
9,-36,45,363,,-6,2,31,302
-4,11,12,376,,7,-17,24,355
-2,-8,23,375,,-2,-8,38,366
7,-20,39,369,,-11,27,1,
-5,2,15,360,,0,377,,
8,-32,47,301,,12,-41,42,370
-8,14,6,237,,-11,21,17,365
3,-28,35,164,,10,-35,35,319
0,3,26,103,,-10,15,23,238
1,-23,29,21,,10,-27,31,169
1,-10,33,0,,-6,7,29,103
-6,18,8,0,,5,-20,27,28
8,-43,49,0,,-2,-5,32,0
3,-19,42,0,,2,-14,24,0
-2,0,13,0,,12,-35,39,0
8,-40,41,0,,-8,13,21,0
-5,10,23,0,,-1,-8,22,0
3,-25,27,0,,7,-22,34,0
7,-37,46,0,,-4,-2,23,0
-7,22,16,0,,7,-28,33,0
-1,-5,16,0,,0,3,25,0
2,-23,44,0,,-6,5,21,0
-,,,,,11,-28,34,0
7,15,8,0,,2,-7,28,0
4,-31,32,0,,0,-12,28,0
-4,11,28,0,,10,-30,36,0
-8,28,6,0,,-6,7,19,0
7,-48,50,0,,6,-30,37,0
-3,-8,37,45,,8,-22,33,0
0,-2,11,103,,-6,-3,24,50
2,-27,50,145,,6,-27,36,104
-3,16,5,206,,3,-4,21,148
11,-42,37,285,,2,-23,35,216
-11,15,22,343,,4,-9,24,281
8,-29,27,365,,0,-17,3,
-4,2,33,375,,1,343,,
3,-9,19,377,,8,-35,44,362
-2,-13,40,369,,-3,9,12,376
0,1,13,360,,6,-34,43,373
10,-39,38,295,,-4,10,18,368
-10,20,20,218,,5,-33,35,356
9,-30,34,150,,-2,6,25,302
-7,8,28,81,,-8,19,5,234
6,-23,27,6,,9,-43,54,168
12,-32,39,0,,-8,23,6,98
8,-5,42,0,,10,-48,50,19
-9,8,20,0,,3,-14,39,0
-9,8,20,0,,-3,-5,13,0
0,-12,23,0,,7,-27,50,0
12,-40,24,0,,-7,24,15,0
-10,1,19,0,,6,-43,37,0
1,-2,28,0,,8,-42,52,0
2,-23,29,0,,-8,23,5,0
-8,,,,,4,-24,24,0
-1,20,0,,,2,-8,40,0
4,-24,28,0,,-9,30,15,0
11,-27,35,0,,6,-44,36,0
-6,7,23,0,,-6,17,22,0
12,-30,40,0,,-6,21,6,0
3,-7,30,0,,7,-44,53,0
-2,-12,26,0,,-5,5,34,0
10,-17,33,1,,0,-12,20,0
-4,8,21,65,,9,-52,51,0
7,-33,39,113,,-10,31,10,58
0,5,21,156,,10,-46,43,116
-5,2,19,222,,-11,23,19,166
12,-34,41,297,,8,-35,31,235
-5,8,17,345,,-7,7,30,301
9,-38,44,364,,-9,27,6,352
-3,12,12,377,,10,-48,49,365
7,-38,44,373,,-10,28,,
7,-19,37,368,,9,377,,
-4,0,16,349,,12,-42,42,372
8,-30,45,283,,-11,22,17,367
-7,13,8,220,,10,-37,36,328
8,-37,49,149,,-10,16,23,248
0,4,23,87,,10,-28,32,173
1,-24,31,9,,-5,7,27,112
9,-43,47,0,,4,-22,27,32
-6,18,9,0,,11,-33,38,0
8,-43,50,0,,-8,12,18,0
4,-16,39,0,,12,-34,39,0
-2,-3,16,0,,5,-11,36,0
7,-40,44,0,,-1,-9,22,0
-5,10,19,0,,7,-21,34,0
-4,12,10,0,,-3,7,24,0
8,-36,47,0,,7,-27,34,0
-8,21,14,0,,11,-24,36,0
0,-8,19,0,,-7,5,22,0
1,-20,42,0,,1,-22,29,0
,,,,,3,-6,27,0
,,,,,-1,-13,28,0
-8,21,17,0,,10,-31,39,0
6,-34,37,0,,-5,9,18,0
-6,16,24,0,,-3,-5,25,0
-7,24,7,0,,9,-23,33,0
7,-47,48,0,,-5,-2,23,60
-3,-1,32,60,,7,-29,38,109
2,-9,17,112,,2,0,22,151
0,-18,46,153,,2,-24,35,219
-9,32,11,223,,4,-9,23,285
10,-47,42,298,,-4,6,,
-11,21,17,350,,16,340,,
8,-35,33,366,,8,-36,45,362
-5,9,28,375,,-4,10,12,376
5,-16,23,374,,6,-35,44,373
-4,-8,38,367,,-3,11,18,367
1,-2,14,345,,4,-32,37,353
10,-41,42,273,,8,-36,48,291
-10,21,17,198,,-7,16,5,224
9,-32,37,127,,8,-41,51,159
-8,9,25,60,,-6,20,8,88
9,-24,27,0,,0,-18,26,16
9,-32,41,0,,3,-14,37,0
-6,11,18,0,,-3,-5,15,0
11,-32,40,0,,8,-45,48,0
0,-9,34,0,,-6,19,16,0
3,-12,23,0,,7,-41,38,0
10,-33,37,0,,8,-37,49,0
-6,6,23,0,,-7,18,7,0
9,-26,33,0,,2,-23,24,0
7,-19,34,0,,1,-8,38,0
-6,0,22,0,,-8,25,16,0
6,-23,28,0,,6,-40,36,0
-1,-2,,,,4,-30,45,0
,29,0,,,-7,20,7,0
-7,5,20,0,,6,-42,53,0
12,-29,40,0,,-2,4,32,0
-6,9,17,0,,1,-11,21,0
-1,-16,26,0,,8,-50,52,0
8,-14,32,19,,-10,30,9,56
-3,-10,23,94,,10,-47,44,117
10,-36,38,133,,-9,23,19,160
-3,8,20,193,,-6,23,3,224
7,-33,37,270,,9,-45,54,293
1,0,22,321,,-9,28,3,345
2,-27,33,361,,10,-49,51,365
10,-36,43,370,,-10,30,,
-6,13,13,375,,9,375,,
10,-38,43,368,,11,-43,42,370
-7,13,14,362,,-12,22,15,366
8,-38,41,305,,10,-36,35,333
-5,15,15,237,,-9,16,24,259
5,-33,40,163,,-4,15,11,190
-1,7,22,99,,7,-32,45,122
-9,13,12,21,,-9,13,15,46
9,-41,45,0,,12,-34,38,0
-7,17,11,0,,-8,11,20,0
1,-13,27,0,,2,-12,24,0
3,-14,36,0,,4,-13,35,0
-7,17,11,0,,-8,9,21,0
8,-40,41,0,,10,-35,34,0
-4,11,19,0,,-3,7,24,0
-3,10,12,0,,-4,-2,22,0
7,-33,45,0,,9,-22,35,0
-4,2,32,0,,0,3,27,0
0,-11,19,0,,1,-21,28,0
8,-40,42,0,,12,-28,34,0
,,,,,-6,8,23,0
-8,23,16,0,,-2,-13,28,0
6,-37,40,0,,6,-12,32,0
3,-30,49,0,,-4,-7,24,0
-8,20,6,0,,7,-34,38,0
3,-30,32,0,,-2,6,22,25
-4,5,29,53,,6,-31,37,96
3,-16,23,112,,11,-30,37,135
9,-51,54,154,,-6,5,18,197
-10,35,6,224,,12,-34,41,276
12,-52,47,301,,-5,8,16,331
-11,27,13,350,,8,-38,45,362
8,-41,39,367,,6,-14,29,37
-8,16,23,375,,4,,,
7,-24,28,374,,-3,-6,22,375
-4,0,34,368,,9,-23,39,368
-10,29,8,342,,-6,5,14,363
10,-43,46,266,,8,-36,49,309
-10,25,13,192,,-7,18,4,245
9,-37,40,122,,2,-26,34,171
-8,13,22,49,,2,0,27,114
9,-29,31,0,,-1,-20,26,28
7,-32,41,0,,3,-13,35,0
-6,11,16,0,,-6,21,8,0
11,-32,41,0,,9,-45,49,0
-1,-6,32,0,,6,-23,45,0
4,-14,25,0,,-4,5,10,0
10,-34,38,0,,6,-40,40,0
-6,7,20,0,,-5,9,23,0
10,-27,36,0,,-6,18,7,0
6,-17,35,0,,8,-41,47,0
-6,-2,21,0,,0,-5,37,0
9,-23,36,0,,-3,-1,16,0
-2,0,27,0,,3,-28,45,0
5,-21,32,0,,-6,18,20,0
11,-26,4,,,4,-29,32,0
2,0,,,,7,-41,53,0
-6,8,15,0,,-8,32,5,0
0,-20,29,0,,0,-14,23,0
6,-10,32,43,,0,-14,40,28
0,-14,24,105,,0,3,10,89
9,-20,37,148,,10,-49,47,134
-4,9,20,210,,-9,27,17,190
8,-35,37,289,,9,-39,34,267
-1,3,22,338,,-9,10,26,
5,-29,33,366,,,328,,
2,-4,25,374,,5,-23,26,364
-5,13,13,374,,-3,-4,37,372
9,-37,43,368,,-10,32,6,377
-7,14,15,358,,11,-46,44,372
8,-39,41,298,,-11,24,14,357
-7,16,16,233,,11,-38,38,292
6,-35,39,160,,-9,16,21,219
8,-33,45,88,,8,-26,31,151
-8,11,13,9,,-6,4,29,87
11,-40,45,0,,6,-19,24,14
-9,17,12,0,,12,-34,40,0
1,-15,27,0,,-8,12,19,0
3,-13,34,0,,12,-32,38,0
-7,16,12,0,,3,-13,36,0
9,-39,42,0,,0,-8,21,0
-4,10,19,0,,11,-32,33,0
-4,8,14,0,,-5,4,25,0
6,-32,45,0,,7,-25,31,0
,,,,,11,-23,35,0
,,,,,-7,4,22,0
-4,1,31,0,,3,-18,27,0
1,-12,19,0,,1,-6,31,0
8,-40,41,0,,-7,8,23,0
-10,24,14,0,,12,-31,38,0
8,-39,42,0,,-6,10,17,0
4,-26,48,0,,-4,-7,24,0
-8,17,7,0,,11,-22,35,4
6,-34,34,7,,-6,-2,21,75
-6,9,28,66,,7,-32,36,120
-9,26,5,116,,1,2,24,163
10,-50,54,163,,3,-27,33,238
-11,34,5,236,,4,-7,25,301
13,-52,47,309,,-6,9,16,349
-11,30,11,354,,9,-38,43,365
9,-45,40,368,,-4,1,,
-8,22,20,375,,2,14,377,
8,-29,30,372,,7,-36,42,372
-6,5,30,365,,-4,12,17,367
-10,29,8,330,,-8,6,14,346
10,-45,48,254,,9,-35,48,278
-9,28,11,185,,-8,17,7,213
9,-40,42,114,,9,-40,51,145
-9,17,19,43,,-9,19,9,76
10,-32,33,0,,-2,-18,26,0
8,-32,43,0,,5,-15,35,0
-5,12,16,0,,-3,-5,20,0
8,-23,30,0,,8,-42,48,0
-3,-4,28,0,,-5,17,14,0
4,-17,26,0,,-6,5,12,0
10,-36,40,0,,8,-35,47,0
-6,10,19,0,,-3,8,21,0
10,-30,37,0,,2,-22,28,0
6,-16,34,0,,8,-39,47,0
-4,-3,20,0,,-9,23,14,0
9,-27,32,,,7,-40,37,0
,0,,,,6,-27,45,0
-3,4,24,0,,-7,18,8,0
6,-24,36,0,,4,-29,34,0
10,-26,40,0,,-4,9,29,0
-5,6,16,0,,-9,30,4,0
1,-24,32,0,,10,-52,52,1
4,-5,28,50,,-10,32,6,68
1,-18,27,109,,-1,0,14,116
11,-38,45,157,,3,-29,49,160
-5,11,16,230,,-4,17,3,226
9,-39,41,303,,9,-43,55,297
-2,7,19,348,,-8,16,23,348
6,-32,36,366,,6,-28,28,366
1,1,23,375,,-4,0,,
-7,12,13,372,,,32,375,
10,-38,44,367,,2,-8,19,375
-7,15,13,349,,0,-16,41,368
9,-41,44,278,,-11,26,13,348
-8,18,12,216,,10,-40,39,272
7,-39,42,139,,-10,19,20,196
-4,11,22,70,,9,-29,33,127
-8,11,13,0,,-5,4,28,61
9,-40,45,0,,6,-20,25,0
-2,-1,26,0,,-2,-8,34,0
3,-17,28,0,,-7,12,17,0
2,-12,33,0,,13,-34,39,0
-8,17,13,0,,4,-14,38,0
8,-39,42,0,,0,-7,20,0
3,-24,39,0,,10,-33,35,0
-4,9,13,0,,-5,4,24,0
7,-32,46,0,,9,-23,32,0
-4,3,30,0,,10,-24,36,0
-11,25,12,0,,-7,3,22,0
-11,,,,,4,-20,27,0
25,12,0,,,1,-8,32,0
-1,1,17,0,,1,-12,26,0
-1,1,17,0,,12,-31,39,0
4,-23,47,0,,-6,10,18,0
-6,12,9,0,,-3,-9,23,0
7,-38,35,13,,10,-20,36,26
-8,13,24,81,,-5,-4,21,96
-9,22,6,125,,12,-30,40,135
10,-47,54,176,,,,,
-10,31,5,254,,,,,
11,-52,50,321,,-8,5,17,195
-11,31,8,357,,4,-28,33,273
11,-47,44,372,,3,-6,25,328
-8,26,18,375,,0,-18,29,364
7,-35,33,369,,6,-15,32,373
-7,10,27,361,,-4,-5,20,375
-9,26,8,317,,8,-24,39,368
10,-42,48,241,,10,-35,47,296
-9,28,12,171,,-1,7,23,277
8,-42,42,99,,-1,7,23,243
-8,19,17,31,,2,-24,32,171
-2,3,15,0,,1,-2,30,105
7,-29,43,0,,-9,18,12,27
-5,11,15,0,,10,-42,45,0
7,-26,30,0,,-7,18,12,0
-3,-1,26,0,,-4,-5,21,0
-5,10,15,0,,6,-23,41,0
11,-36,41,0,,-6,4,14,0
-7,11,16,0,,6,-34,37,0
1,-9,24,0,,-4,6,24,0
5,-16,33,0,,-6,15,9,0
-6,8,21,0,,7,-37,45,0
9,-28,36,0,,1,-7,36,0
,,,,,-4,0,14,0
7,-20,36,0,,7,-37,36,0
-6,0,18,0,,-7,17,23,0
7,-27,34,0,,-8,17,7,0
-1,4,21,0,,8,-38,52,0
-6,4,17,0,,-4,10,30,0
13,-32,42,33,,1,-19,24,0
-8,7,14,94,,0,-8,38,28
0,-22,29,135,,-11,31,8,98
7,-8,32,190,,11,-51,48,141
-2,-14,23,273,,-9,31,14,200
9,-22,38,330,,11,-47,38,284
-5,-3,18,363,,-9,17,22,340
10,-31,42,373,,6,-33,30,366
-6,11,13,374,,11,-50,,
10,-38,45,366,,,52,376,
-8,17,11,354,,-9,33,5,377
0,-14,23,290,,11,-49,46,372
5,-14,38,225,,-11,29,11,350
-2,-1,17,150,,10,-43,41,274
7,-29,44,79,,-10,22,18,199
-7,8,12,8,,8,-32,36,128
6,-36,34,0,,-5,8,24,64
-3,5,25,0,,6,-23,26,0
-7,19,11,0,,12,-38,42,0
11,-45,48,0,,-7,16,16,0
-8,19,11,0,,12,-37,40,0
0,-10,24,0,,3,-13,35,0
5,-30,44,0,,0,-7,20,0
-11,3,22,0,,11,-35,38,0
-11,3,22,0,,-4,8,21,0
-8,19,9,0,,-3,0,20,0
-8,19,9,0,,9,-24,38,0
3,-17,3,,,-8,3,19,0
1,0,,,,4,-22,29,0
-2,-4,36,0,,2,-5,31,0
-4,-8,15,0,,-6,9,19,0
8,-41,50,0,,12,-32,43,0
-10,24,13,0,,4,-9,32,0
9,-41,39,8,,-2,-12,25,0
5,-31,47,73,,8,-37,43,7
-7,17,7,117,,-4,8,20,69
8,-42,54,165,,8,-36,38,117
-6,11,28,237,,11,-28,40,173
5,-24,24,310,,-7,4,16,245
-4,-5,35,352,,12,-37,43,316
1,-7,18,368,,1,-21,30,360
3,-19,44,376,,10,-39,45,3
-4,12,10,374,,68,,,
9,-40,36,369,,-6,17,10,377
-8,15,23,340,,7,-38,43,368
7,-25,28,266,,-5,13,16,365
-6,4,32,205,,5,-33,37,320
4,-13,23,133,,8,-33,47,249
0,-12,36,63,,-8,17,8,183
-9,21,17,0,,9,-41,48,111
12,-38,39,0,,-8,19,11,34
-7,13,23,0,,10,-43,46,0
-3,7,16,0,,3,-16,36,0
8,-30,42,0,,-3,-2,20,0
-5,3,24,0,,6,-25,41,0
8,-25,30,0,,-5,13,17,0
10,-34,41,0,,7,-32,38,0
-6,10,16,0,,6,-34,45,0
10,-30,39,0,,-5,15,10,0
3,-12,32,0,,8,-36,44,0
0,-7,21,0,,1,-9,37,0
1,,,,,-3,0,14,0
