x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4
7,-24,38,0,,-11,18,9,7
-6,8,24,0,,10,-42,47,74
8,-25,30,0,,-11,25,9,122
9,-,,,,11,-46,51,175
29,40,0,,,-10,30,8,249
-6,9,18,0,,10,-48,45,326
6,-17,31,0,,-9,24,13,356
2,-9,27,0,,-6,12,10,370
-8,5,20,2,,,,,
12,-31,37,68,,10,-35,49,376
-6,3,19,114,,-11,25,7,370
-1,-8,25,165,,10,-45,47,365
8,-20,36,235,,-12,30,8,310
-4,-7,21,308,,11,-45,47,229
11,-27,40,352,,-10,29,12,161
-6,2,16,369,,7,-42,40,82
12,-33,42,376,,-7,18,20,15
-8,12,13,370,,-8,15,10,0
0,-17,25,366,,12,-42,48,0
4,-15,36,332,,-9,24,11,0
-2,-6,18,256,,2,-19,23,0
7,-21,42,196,,2,-11,33,0
-6,1,14,123,,-1,-7,21,0
10,-32,47,45,,11,-43,43,0
-10,23,7,0,,-7,17,16,0
2,-25,28,0,,-5,6,16,0
2,-25,28,0,,10,-31,40,0
14,-51,50,0,,-8,12,16,0
14,-51,50,0,,6,-22,30,0
-16,17,4,0,,0,-4,31,0
0,-7,23,0,,-8,13,16,0
0,-26,32,0,,10,-32,40,0
-3,22,18,0,,-6,8,17,0
7,-32,24,0,,-3,-11,28,21
-9,6,22,0,,8,-18,34,84
-8,22,9,0,,-4,-5,21,129
3,-21,25,0,,12,-25,40,187
,,,,,-6,0,16,262
-2,-5,36,0,,7,-32,,
0,-3,19,0,,38,328,,
7,-43,49,0,,2,-1,25,357
-10,23,13,0,,2,-21,29,369
-6,7,11,42,,6,-10,30,377
5,-32,48,99,,-3,-9,21,368
-8,18,8,138,,10,-39,42,364
8,-41,50,198,,-6,12,16,317
-4,6,27,269,,8,-36,40,238
4,-20,25,337,,-4,12,18,180
-2,-8,35,360,,4,-33,35,98
-1,-5,18,375,,-1,3,27,43
3,-18,42,376,,-10,16,8,0
-5,9,11,372,,13,-48,49,0
9,-36,35,366,,-8,23,11,0
-9,16,23,316,,-2,-9,21,0
6,-26,29,234,,7,-23,40,0
-5,7,30,176,,-8,19,13,0
2,-15,25,100,,7,-40,40,0
9,-42,44,25,,-3,10,22,0
-11,22,14,0,,-8,18,12,0
12,-41,40,0,,8,-39,46,0
-7,19,22,0,,-2,-4,32,0
-4,9,14,0,,0,-8,18,0
8,-36,44,0,,8,-44,45,0
-5,6,24,0,,-9,26,13,0
6,-24,28,0,,7,-39,41,0
11,-39,43,0,,5,-30,50,0
-6,18,16,0,,-10,17,8,0
10,-36,36,0,,6,-32,30,57
4,-19,36,0,,-4,5,30,109
-2,1,19,0,,2,-18,27,160
9,-27,34,0,,0,-5,35,211
-5,3,26,0,,-10,28,7,291
-3,6,18,0,,11,-48,48,345
7,-,,,,-9,26,12,365
28,37,0,,,7,-,,
-7,3,22,0,,40,41,376,
5,-17,30,52,,-8,19,21,372
3,-13,31,103,,6,-28,30,367
1,-11,26,153,,-3,3,33,351
11,-30,40,223,,-11,28,8,281
-6,2,17,296,,10,-44,46,209
11,-32,40,348,,-10,28,12,135
-4,3,21,365,,10,-42,41,53
8,-26,35,374,,-7,19,21,0
0,-1,25,375,,8,-33,31,0
-8,8,13,368,,10,-39,47,0
11,-36,45,349,,-8,21,11,0
-8,15,11,283,,13,-44,46,0
11,-40,48,207,,0,-9,34,0
-8,19,10,144,,1,-10,20,0
11,-44,47,57,,11,-44,40,0
-8,16,16,0,,-6,17,17,0
-6,4,9,0,,9,-32,36,0
11,-36,51,0,,10,-29,41,0
-5,14,25,0,,-8,10,16,0
5,-33,32,0,,11,-33,41,0
0,-1,31,0,,0,-5,31,0
-10,22,10,0,,4,-13,28,0
10,-47,43,0,,4,-12,30,0
-7,22,16,0,,-8,7,18,0
-5,5,17,0,,12,-33,38,50
6,-31,43,0,,-6,4,21,103
-6,12,24,0,,-4,-5,23,150
3,-25,28,0,,10,-24,39,217
,,,,,-6,-1,15,294
8,-40,48,0,,,,,
-10,27,9,0,,13,-32,42,346
9,-43,47,0,,-7,6,16,365
1,-15,40,0,,12,-36,43,374
-4,2,12,26,,-8,13,15,370
10,-40,38,93,,-4,-11,20,364
-9,17,22,134,,7,-21,40,339
7,-32,35,195,,-5,2,14,269
-4,8,26,262,,10,-28,46,204
4,-23,28,332,,-8,10,11,128
9,-43,48,357,,12,-39,49,54
-10,24,10,374,,-10,16,8,0
11,-40,44,374,,2,-28,27,0
-10,24,17,369,,2,-5,36,0
8,-38,36,358,,-11,25,11,0
-9,18,21,297,,12,-51,46,0
8,-29,33,218,,-8,21,13,0
-4,11,29,156,,-5,2,17,0
1,-21,27,77,,8,-34,42,0
10,-41,42,1,,-4,14,21,0
-10,21,13,0,,2,-25,32,0
13,-42,43,0,,-1,-1,32,0
-8,22,19,0,,-8,24,10,0
-6,3,15,0,,8,-44,47,0
8,-32,41,0,,2,-17,42,0
-4,11,21,0,,-6,8,12,0
6,-29,32,0,,7,-30,48,0
0,1,28,0,,-7,17,20,0
-8,18,15,0,,5,-33,32,41
0,-14,25,0,,10,-41,48,104
4,-14,33,0,,-11,24,7,156
-2,-1,22,0,,10,-46,50,217
9,-,,,,-9,28,8,290
31,37,0,,,,,,
-5,8,22,0,,,,,
-4,6,19,0,,11,-48,47,345
8,-28,36,0,,-10,26,11,364
0,-2,24,0,,8,-40,41,375
5,-20,33,58,,-6,20,20,370
1,-10,27,106,,5,-29,30,366
-6,4,18,156,,-4,6,29,348
11,-32,40,225,,-12,29,6,277
-5,4,16,297,,12,-45,50,204
10,-34,42,349,,-10,30,11,130
-5,5,16,365,,9,-45,44,53
8,-29,39,374,,-8,22,16,0
9,-26,40,374,,9,-37,35,0
-6,6,15,369,,10,-37,48,0
10,-36,47,346,,-8,21,10,0
-8,14,7,285,,6,-25,27,0
11,-39,52,207,,0,-5,31,0
-7,19,7,151,,2,-13,23,0
0,-15,23,67,,11,-43,44,0
5,-16,41,0,,-6,19,16,0
-3,-6,12,0,,-2,3,17,0
11,-46,44,0,,8,-28,39,0
-7,20,19,0,,-5,7,23,0
7,-41,37,0,,7,-23,31,0
11,-41,50,0,,9,-32,43,0
-9,18,8,0,,-7,11,17,0
3,-25,28,0,,8,-31,40,0
1,-7,34,0,,3,-12,29,0
-2,-3,19,0,,-5,3,20,111
7,-41,40,0,,-2,-5,21,122
-7,17,19,0,,-2,-5,21,137
-5,12,10,0,,11,-30,40,200
,,,,,-4,3,19,276
6,-37,50,0,,8,-30,38,337
-6,9,28,0,,0,0,24,357
2,-17,25,0,,-5,5,15,
-2,-7,36,0,,,372,,
-11,25,9,20,,11,-34,44,375
10,-43,42,92,,-8,12,14,367
-9,21,17,133,,12,-39,42,362
8,-37,38,194,,-7,15,15,310
6,-32,48,264,,9,-39,43,231
-9,16,8,328,,-5,16,15,175
9,-40,48,357,,7,-38,40,90
-8,22,9,368,,13,-36,50,24
10,-39,46,376,,-10,15,7,0
-11,23,13,369,,14,-46,52,0
10,-38,39,362,,-10,25,8,0
-10,20,20,302,,0,-17,23,0
9,-32,35,223,,6,-16,40,0
8,-28,46,161,,-9,24,13,0
-9,15,12,84,,9,-46,40,0
10,-37,43,6,,-4,16,20,0
-10,17,14,0,,-7,16,14,0
2,-16,24,0,,10,-40,45,0
3,-11,38,0,,-3,1,30,0
-2,-4,16,0,,0,-14,20,0
11,-39,37,0,,9,-44,46,0
-5,13,22,0,,-10,28,11,0
7,-32,32,0,,8,-41,43,0
11,-31,40,0,,5,-27,46,0
-7,14,16,0,,-9,14,9,17
2,-18,27,0,,9,-38,49,84
3,-9,32,0,,-6,8,28,125
0,-6,22,0,,3,-22,29,181
1,,,,,0,0,33,237
0,-32,36,0,,-11,26,9,312
-7,8,22,0,,11,-47,47,354
-4,2,21,0,,-9,25,12,3
9,-26,35,0,,68,,,
-1,0,24,3,,10,-40,40,376
6,-23,32,69,,-8,22,20,369
11,-30,38,116,,6,-32,31,366
-7,5,19,169,,-4,9,28,330
13,-32,40,243,,3,-19,25,249
-6,5,16,309,,1,-2,36,190
11,-35,42,353,,-11,29,11,116
-5,5,15,366,,10,-45,41,37
8,-32,41,374,,-8,23,17,0
8,-24,38,370,,10,-40,37,0
-7,4,15,366,,11,-32,46,0
9,-35,46,337,,-8,17,10,0
-8,13,7,272,,11,-43,45,0
10,-38,53,196,,0,0,28,0
-7,17,6,137,,2,-17,26,0
0,-22,28,56,,11,-42,43,0
3,-9,34,0,,-8,21,16,0
0,-13,18,0,,9,-37,37,0
12,-49,50,0,,8,-24,36,0
-7,25,13,0,,-6,9,18,0
-4,2,12,0,,4,-17,31,0
9,-34,48,0,,10,-32,39,0
-8,14,9,0,,4,-9,27,0
5,-34,33,0,,4,-9,27,0
0,3,30,0,,-8,9,20,0
-7,25,13,0,,3,-9,34,45
0,-11,23,0,,2,-18,33,99
1,-17,37,0,,-5,4,19,148
-4,6,13,0,,0,-40,31,199
6,-37,38,0,,-10,-2,13,283
-7,14,23,0,,2,-34,35,341
-6,22,8,0,,-5,-2,18,363
,,,,,4,,,
,,,,,-23,32,374,
6,-42,51,0,,4,-6,28,375
-4,-2,32,2,,-7,11,15,367
2,-10,17,73,,10,-37,43,354
1,-18,44,116,,-8,14,12,293
-2,6,14,168,,9,-39,45,216
8,-39,41,233,,-5,16,14,160
-8,15,18,307,,7,-39,42,75
8,-30,33,354,,10,-32,48,5
-5,6,26,366,,-9,10,7,0
3,-17,25,376,,13,-43,52,0
9,-37,45,373,,0,4,32,0
-10,22,12,367,,2,-23,25,0
10,-38,42,333,,12,-50,49,0
-12,21,16,254,,-9,23,11,0
10,-33,36,180,,9,-47,41,0
-7,16,23,112,,7,-27,40,0
7,-28,31,32,,-6,14,15,0
-5,5,30,0,,4,-31,35,0
-9,14,15,0,,-4,3,28,0
12,-37,42,0,,-9,22,9,0
-9,18,17,0,,8,-44,48,0
1,-10,19,0,,0,-10,39,0
4,-20,38,0,,-3,2,15,0
-7,14,21,0,,3,-26,46,0
9,-33,34,0,,-9,20,17,0
-2,8,25,0,,8,-35,32,65
-6,11,18,0,,9,-38,50,115
1,-9,22,0,,-9,23,9,164
11,-33,36,0,,10,-43,49,232
11,-33,,,,-11,23,9,307
,36,0,,,11,-45,46,354
4,-16,36,0,,-9,23,13,3
-7,9,23,0,,67,,,
7,-28,35,0,,9,-38,41,376
7,-25,36,0,,-10,20,19,369
-5,1,23,45,,7,-32,31,366
8,-24,31,98,,10,-36,47,326
0,-7,27,139,,-11,23,8,245
5,-19,31,202,,11,-40,48,178
2,-11,25,276,,-10,25,11,100
3,-16,31,338,,11,-43,41,19
12,-33,41,360,,-9,22,18,0
-6,6,16,375,,10,-40,36,0
9,-32,42,373,,9,-29,45,0
-5,8,16,368,,-8,12,12,0
8,-33,39,356,,10,-39,44,0
-2,7,19,308,,0,3,29,0
-8,9,10,240,,1,-21,26,0
9,-33,51,176,,12,-40,42,0
-7,13,8,108,,-6,19,16,0
12,-41,51,28,,9,-37,37,0
-9,16,5,0,,8,-22,36,0
0,-21,23,0,,-5,6,19,0
5,-12,41,0,,7,-27,32,0
-9,25,9,0,,-2,2,27,0
11,-50,47,0,,-6,11,17,0
8,-27,46,0,,10,-32,39,0
-6,7,10,0,,-7,7,21,0
5,-39,35,0,,-1,-14,29,67
-2,9,27,0,,6,-17,32,115
0,-19,25,0,,-2,-8,26,168
8,-43,41,0,,9,-21,34,236
-7,23,16,0,,-3,-6,22,309
-3,1,,,,8,-34,41,353
15,0,,,,-1,3,20,3
3,-26,46,0,,67,,,
-8,19,19,0,,5,-25,34,375
5,-31,35,0,,3,-2,26,374
-4,5,28,0,,0,-19,27,368
-9,24,6,39,,11,-40,47,339
9,-47,50,101,,-8,18,8,272
-1,-11,40,149,,10,-42,51,198
10,-45,44,219,,-6,21,8,138
5,-24,45,291,,8,-46,47,57
-5,9,10,346,,-7,16,15,0
5,-34,47,364,,-7,8,5,0
-6,19,9,375,,11,-41,55,0
9,-37,47,375,,-2,13,26,0
-4,2,32,368,,3,-31,29,0
2,-12,20,357,,13,-52,53,0
-2,-9,38,300,,-9,26,8,0
0,0,16,231,,10,-50,44,0
4,-18,43,166,,6,-22,41,0
-9,18,20,97,,-6,10,15,0
7,-32,34,21,,6,-36,44,0
-6,8,25,0,,-5,9,25,0
-8,11,15,0,,1,-22,25,0
11,-33,43,0,,7,-44,49,0
-8,16,16,0,,-8,29,7,0
2,-16,21,0,,-1,-2,17,0
11,-34,35,0,,2,-24,45,0
8,-21,37,0,,-10,22,15,29
8,-21,37,0,,9,-38,36,93
-5,12,23,0,,-7,12,24,134
-7,8,18,0,,4,-25,29,196
10,-32,36,0,,-3,1,32,261
-2,-2,30,0,,2,-14,21,331
3,-13,24,0,,10,-45,48,360
2,-13,35,0,,-9,24,12,374
-7,11,20,,,9,-39,43,376
0,,,,,-9,20,1,
8,-32,34,0,,9,369,,
7,-23,33,2,,8,-33,33,362
-4,0,24,67,,-8,11,26,308
10,-28,37,114,,5,-22,26,226
-6,3,20,165,,-2,3,33,170
6,-22,32,234,,-9,24,11,97
0,-8,25,304,,10,-42,43,19
5,-19,33,354,,-10,21,15,0
4,-12,28,366,,11,-40,39,0
0,-10,25,376,,8,-25,44,0
7,-17,33,372,,-6,9,13,0
-6,8,17,367,,8,-34,30,0
8,-33,40,344,,-3,5,27,0
-4,8,16,282,,-7,15,15,0
6,-31,41,207,,11,-38,42,0
-3,8,17,152,,-7,18,17,0
-6,8,11,76,,-1,-6,21,0
10,-36,49,4,,5,-21,36,0
-8,11,7,0,,-5,5,19,0
3,-24,26,0,,8,-27,31,0
2,-5,38,0,,-4,1,27,0
-8,20,9,0,,-6,10,19,0
12,-47,46,0,,9,-32,37,0
6,-18,41,0,,1,-10,29,0
-5,1,15,0,,1,-13,29,61
6,-39,36,0,,6,-17,33,109
-2,10,26,0,,-6,4,21,157
1,-21,27,0,,11,-31,38,229
8,-38,40,0,,-5,1,18,301
-8,20,16,0,,9,-31,40,352
-3,-4,17,0,,-2,1,21,36
3,-22,43,0,,6,,,
-5,13,13,,,-5,3,16,376
0,,,,,10,-32,40,374
4,-34,38,0,,-9,10,12,368
-5,9,25,0,,11,-39,46,344
-10,22,6,68,,-8,17,8,281
9,-46,50,115,,9,-40,51,205
-10,28,9,164,,-7,19,9,152
10,-46,47,242,,-5,-5,16,66
-11,23,13,316,,10,-26,45,0
9,-40,40,360,,-7,5,8,0
5,-32,46,369,,8,-41,40,0
-6,19,10,377,,-3,15,24,0
9,-36,46,372,,-10,19,5,0
-10,21,9,366,,14,-49,51,0
9,-39,44,328,,-10,24,9,0
-10,23,13,248,,-1,-15,21,0
10,-35,41,171,,5,-17,38,0
-9,17,19,105,,-7,8,16,0
8,-33,32,25,,6,-39,37,0
8,-25,40,0,,-5,11,25,0
-6,8,16,0,,-8,21,10,0
8,-26,31,0,,8,-44,51,0
-3,3,31,0,,-2,-2,34,0
-8,13,13,0,,0,-6,20,0
10,-39,40,0,,9,-47,50,0
-6,15,19,0,,-10,25,13,18
0,-8,22,0,,9,-41,40,88
7,-18,36,0,,-8,15,22,128
-5,13,23,0,,-8,21,7,186
6,-28,30,0,,10,-42,51,260
-2,1,28,0,,-11,24,7,329
-7,12,,,,9,-45,48,360
,18,0,,,-10,,,
11,-33,40,0,,,25,10,373
1,-8,32,0,,12,-39,43,376
0,-8,23,0,,-10,22,17,369
9,-35,36,0,,8,-34,34,358
-5,7,23,32,,-8,13,24,300
10,-30,34,98,,8,-24,30,219
8,-27,36,139,,11,-35,48,152
-4,2,21,199,,-10,21,12,68
11,-31,37,279,,10,-40,41,0
-4,2,21,333,,-9,19,15,0
10,-32,40,360,,12,-39,40,0
-4,6,16,375,,7,-20,42,0
1,-14,29,373,,-6,6,14,0
6,-13,31,368,,8,-36,33,0
-3,-7,22,355,,-3,7,25,0
6,-22,38,300,,-6,13,16,0
-4,0,16,234,,12,-36,42,0
8,-25,43,165,,-7,19,16,0
-2,10,14,96,,-1,-9,23,0
4,-34,42,24,,5,-18,35,0
-2,4,20,0,,-3,3,19,0
-6,8,7,0,,9,-28,34,0
9,-38,55,0,,-4,5,26,0
1,2,30,0,,-5,9,18,0
1,-24,24,0,,9,-32,37,0
10,-45,49,0,,1,-7,27,0
-8,18,13,0,,3,-15,29,64
7,-41,39,0,,13,-32,38,113
6,-23,43,0,,-7,6,19,162
-7,10,15,0,,10,-31,38,238
2,-27,28,0,,-4,2,17,308
-2,-1,32,0,,9,-31,40,355
-2,-,,,,-4,1,20,367
10,19,0,,,-5,1,17,377
7,-39,43,0,,9,-29,40,374
-7,24,15,0,,,,,
-4,6,12,0,,,,,
5,-32,46,0,,-8,8,14,369
-7,14,20,50,,11,-36,46,348
6,-28,30,108,,-8,14,8,284
-3,0,34,148,,0,-13,23,209
1,-12,22,218,,5,-12,34,150
0,-14,40,289,,-4,-10,20,57
0,1,13,339,,8,-20,42,0
9,-42,42,363,,-5,-1,9,0
-8,19,17,374,,9,-42,40,0
6,-29,33,377,,-4,16,21,0
-7,8,26,370,,-7,12,7,0
-8,20,9,361,,12,-42,50,0
9,-37,47,307,,0,4,30,0
-10,22,12,226,,0,-20,22,0
9,-35,42,158,,9,-45,43,0
-9,16,18,89,,-6,23,17,0
10,-32,34,6,,7,-39,35,0
6,-21,39,0,,7,-30,41,0
-5,4,16,0,,-7,16,12,0
8,-27,29,0,,1,-26,29,0
-4,4,30,0,,-2,1,33,0
-8,11,16,0,,-10,27,8,0
10,-36,40,0,,8,-45,48,0
-7,12,18,0,,-11,24,13,8
0,-12,22,0,,-6,5,10,75
7,-15,36,0,,6,-33,49,117
-4,1,19,0,,-8,20,8,169
8,-29,31,0,,6,-30,32,238
-5,4,29,0,,11,,,
-8,10,19,0,,,-46,47,361
12,-32,39,0,,0,-8,35,363
0,-4,31,0,,-9,25,11,370
,,,,,-2,-2,17,378
1,-13,25,0,,4,-19,41,375
10,-36,37,0,,-6,8,11,369
-6,8,22,56,,9,-35,34,342
11,-33,35,108,,-9,15,24,271
-4,4,24,157,,7,-25,30,192
-4,0,21,222,,-4,7,31,134
10,-30,36,298,,1,-19,25,53
-5,2,22,348,,11,-39,39,0
11,-31,39,364,,-9,19,17,0
-5,7,18,378,,11,-39,39,0
9,-33,39,373,,7,-18,41,0
4,-10,28,368,,-5,2,15,0
-1,-12,26,343,,9,-37,33,0
6,-16,34,274,,-3,9,24,0
-4,-3,21,202,,4,-27,30,0
6,-21,37,137,,11,-34,42,0
-5,-3,18,58,,-8,17,18,0
9,-28,43,0,,-2,-12,23,0
-2,6,17,0,,6,-15,34,0
5,-32,39,0,,-4,1,21,0
9,-34,52,0,,8,-31,34,0
-7,13,6,0,,-4,6,24,0
3,-29,29,0,,-6,9,18,0
2,-6,34,0,,11,-33,37,0
-6,17,10,0,,2,-6,27,20
7,-40,42,0,,2,-16,29,87
-5,17,20,0,,5,-15,31,127
-7,5,16,0,,0,-10,27,188
6,-32,40,0,,8,-19,31,264
-2,3,29,0,,-4,4,17,324
0,-15,23,0,,8,-32,41,358
7,-39,46,0,,-3,2,18,372
-8,24,1,,,6,-26,38,375
1,0,,,,2,2,22,
-4,0,18,0,,,374,,
4,-26,43,0,,-8,8,14,369
-6,14,8,62,,10,-37,47,332
6,-35,36,113,,-7,15,7,265
-6,9,26,154,,10,-39,52,187
3,-20,26,229,,-5,17,7,128
-2,-7,34,297,,-3,-14,23,41
-11,27,6,351,,6,-17,39,0
9,-45,48,367,,-3,-5,12,0
-9,24,13,377,,9,-42,45,0
8,-34,37,374,,-5,20,17,0
-8,12,23,369,,6,-40,37,0
7,-23,28,344,,10,-39,50,0
-8,3,32,281,,-8,17,7,0
-9,21,9,209,,3,-25,26,0
8,-35,44,141,,4,-6,35,0
-9,16,16,70,,-6,24,16,0
10,-33,35,0,,6,-40,37,0
2,-19,40,0,,-5,14,22,0
-2,2,15,0,,-6,14,11,0
10,-27,31,0,,8,-38,49,0
-6,5,30,0,,-3,6,30,0
8,-22,26,0,,0,-14,24,0
8,-33,41,0,,7,-46,51,0
-7,10,18,0,,-8,21,19,137
3,-14,22,0,,-4,23,12,157
4,-12,36,0,,6,-35,34,180
-2,-2,19,0,,6,-35,34,216
9,-29,29,0,,13,-38,61,298
-6,4,27,0,,-8,22,5,345
-5,7,16,0,,9,-52,34,364
11,-30,41,0,,-16,16,0,376
-2,-2,,,,10,-40,43,374
,32,0,,,,,,
3,-16,25,0,,-10,21,16,368
3,-14,32,7,,10,-34,35,343
-7,8,22,73,,-10,15,24,267
13,-33,36,114,,7,-25,28,189
-7,6,25,169,,-5,6,31,130
10,-31,34,246,,-9,16,14,51
-3,-1,23,317,,12,-35,40,0
-4,0,23,357,,-10,14,19,0
12,-30,39,367,,11,-36,36,0
-5,5,17,377,,6,-16,40,0
11,-32,38,369,,-3,-1,15,0
-8,7,17,367,,8,-28,39,0
10,-34,43,327,,-5,8,26,0
-7,12,12,256,,5,-25,28,0
-3,-8,24,182,,12,-32,39,0
6,-17,34,117,,-8,14,20,0
-5,-8,22,37,,11,-35,35,0
8,-22,40,0,,4,-14,34,0
-4,6,15,0,,-4,0,20,0
5,-34,42,0,,10,-31,32,0
0,8,20,0,,-5,8,26,0
-7,6,10,0,,5,-25,31,0
3,-32,33,0,,10,-33,37,0
0,-1,29,0,,-8,7,22,50
-7,12,10,0,,3,-18,26,102
7,-35,41,0,,5,-13,32,149
-5,15,22,0,,0,-11,27,217
-6,1,18,0,,7,-19,30,292
6,-28,40,0,,-3,-7,26,346
-3,5,28,0,,10,-23,,
0,-18,24,0,,34,363,,
7,-37,46,0,,-4,0,20,377
-7,2,,,,5,-28,38,372
4,12,0,,,0,2,21,369
-2,-7,21,0,,3,-25,34,354
5,-21,41,9,,2,-2,25,298
-5,9,10,78,,-8,15,9,230
7,-40,40,120,,9,-37,51,165
-6,15,22,172,,-6,16,9,96
5,-28,31,249,,9,-42,50,24
-4,0,30,310,,6,-13,36,0
2,-13,22,358,,-3,-10,16,0
8,-48,50,369,,7,-22,46,0
-8,28,11,378,,-5,20,14,0
9,-39,43,374,,6,-44,40,0
-10,18,18,368,,9,-35,50,0
7,-29,32,328,,-7,14,7,0
-7,8,27,262,,8,-41,46,0
6,-17,26,185,,2,-2,35,0
8,-36,48,117,,-5,-7,20,0
-9,18,14,41,,6,-41,37,0
11,-35,38,0,,-4,16,20,0
-8,13,20,0,,-7,12,11,0
0,0,16,0,,7,-36,48,0
7,-24,43,0,,-8,26,8,0
-7,8,24,0,,0,-19,27,0
8,-27,28,0,,1,-9,35,0
8,-32,41,0,,-10,27,8,54
-6,12,17,0,,8,-47,46,109
4,-16,24,0,,-9,24,15,152
1,-9,34,0,,7,-38,38,224
-1,-6,19,0,,9,-39,51,294
10,-32,32,0,,-8,22,5,348
-6,9,26,0,,9,-46,5,
-3,5,17,0,,1,366,,
8,-28,43,0,,-9,27,8,376
-4,,,,,10,-41,46,376
,2,27,0,,-10,23,13,370
4,-22,28,0,,8,-36,38,348
12,-36,40,19,,4,-25,46,280
-6,9,20,86,,-5,14,9,208
12,-36,38,124,,7,-30,47,144
-8,8,20,182,,-8,15,13,67
11,-33,37,264,,11,-35,40,0
-3,2,22,326,,-1,-6,36,0
-2,0,24,361,,1,-10,20,0
9,-28,37,368,,4,-14,40,0
-5,3,18,377,,-8,13,21,0
12,-30,38,369,,11,-35,33,0
-7,6,19,367,,7,-25,40,0
2,-16,30,327,,-5,5,18,0
3,-9,29,260,,7,-26,30,0
0,-11,27,188,,0,0,30,0
5,-14,31,122,,-7,12,18,0
-4,-10,26,36,,11,-33,35,0
7,-20,36,0,,-8,12,22,0
-4,4,15,0,,-2,-2,20,0
7,-31,41,0,,7,-23,40,0
8,-24,44,0,,-4,7,18,0
-5,1,13,0,,5,-27,31,0
4,-31,36,0,,-1,-3,29,10
-1,0,26,0,,-7,6,21,79
-7,7,12,0,,13,-34,39,121
8,-32,42,0,,-7,9,20,175
4,-9,36,0,,12,-35,37,254
-5,-3,19,0,,-5,4,20,319
5,-30,31,0,,0,-8,27,357
-4,6,,,,9,,,
28,0,,,,,-22,34,367
-8,12,13,0,,-4,0,21,376
7,-35,46,0,,9,-26,36,369
-8,22,12,0,,-7,5,17,368
-2,-12,22,0,,4,-25,34,339
2,-15,38,21,,1,0,23,279
-4,2,13,91,,0,-20,33,207
8,-42,43,127,,3,-5,26,149
-7,21,19,187,,-6,13,10,67
6,-35,35,265,,10,-39,47,0
-6,6,26,322,,-7,13,9,0
5,-19,25,363,,-3,-12,19,0
9,-47,49,373,,7,-18,44,0
-9,29,11,376,,-5,-3,12,0
8,-41,43,372,,7,-42,40,0
-10,20,16,364,,-3,11,21,0
8,-32,35,310,,-8,9,10,0
-8,12,26,242,,8,-36,44,0
6,-20,28,164,,2,0,32,0
-5,-1,32,98,,-4,-10,22,0
-9,17,14,22,,7,-38,36,0
11,-35,38,0,,-5,15,22,0
-8,13,22,0,,2,-31,33,0
0,0,17,0,,6,-34,47,0
5,-22,42,0,,-7,23,9,0
-8,9,24,0,,0,-21,29,0
8,-28,32,0,,0,-5,33,2
8,-31,41,0,,-11,27,7,75
-6,10,16,0,,10,-49,47,122
10,-32,40,0,,-8,27,14,174
0,-5,33,0,,8,-43,40,247
0,-8,19,0,,-8,15,21,315
11,-33,35,0,,5,-29,30,360
,,,,,8,-46,50,369
-7,12,23,0,,-9,29,8,376
9,-30,34,0,,10,-4,,
8,-26,42,0,,3,47,372,
-6,8,16,0,,-12,23,12,367
5,-28,30,0,,9,-39,40,322
1,-3,30,37,,-10,19,18,244
-8,10,18,100,,9,-30,34,170
13,-38,40,145,,-7,8,26,109
-8,11,19,217,,-8,13,12,28
13,-38,39,296,,11,-35,40,0
-5,7,20,343,,-8,15,16,0
9,-33,37,364,,12,-36,40,0
-2,3,21,378,,4,-13,39,0
-4,3,20,373,,-2,-5,16,0
11,-30,38,369,,11,-36,35,0
-7,7,18,356,,-4,9,25,0
9,-34,42,293,,7,-27,31,0
-8,11,14,226,,10,-29,40,0
9,-33,45,152,,-8,11,18,0
4,-12,29,85,,12,-35,36,0
-5,-13,27,2,,3,-12,36,0
7,-18,34,0,,-2,-2,20,0
-3,6,14,0,,11,-33,36,0
6,-32,46,0,,-6,10,24,0
-2,7,16,0,,7,-30,32,0
-5,-3,15,0,,11,-31,38,20
7,-28,44,0,,6,-22,28,91
-1,1,24,0,,12,-36,39,129
2,-20,28,0,,-8,9,20,188
7,-28,42,0,,13,-37,38,268
-7,11,19,0,,-5,6,21,328
-5,-5,17,0,,-1,-8,27,3
5,-23,40,,,61,,,
0,,,,,8,-22,33,374
-7,10,13,0,,-3,0,21,375
2,-24,31,0,,10,-26,37,372
-2,4,29,0,,-7,5,19,366
-8,20,11,0,,9,-32,43,317
8,-43,47,0,,0,-1,23,253
1,-9,34,53,,1,-20,34,180
-1,-4,18,111,,4,-4,26,121
3,-24,46,153,,-3,-19,30,32
-6,12,9,225,,4,-11,30,0
7,-41,40,297,,-7,9,9,0
-6,13,21,348,,8,-37,48,0
6,-26,31,367,,7,-15,40,0
-3,0,32,377,,-5,-7,14,0
0,-7,20,376,,6,-38,41,0
0,-17,40,374,,-4,8,21,0
-9,23,12,356,,-6,6,12,0
8,-35,39,290,,8,-31,44,0
-9,15,22,220,,2,0,33,0
6,-24,31,145,,-4,-10,20,0
-4,2,30,82,,7,-35,35,0
-6,16,13,3,,-6,14,23,0
10,-35,41,0,,3,-31,34,0
-8,14,17,0,,7,-30,47,0
1,-4,16,0,,-7,21,9,0
5,-20,42,0,,0,-24,29,0
-7,11,21,0,,0,-3,32,17
9,-32,32,0,,-1,-9,19,92
-4,4,28,0,,10,-48,49,133
-5,8,14,0,,-9,29,12,195
